"sub","task","resp","start","version","parA","rt","time_elapsed","sid","block","jitterX","jitterY","trial","y","S","J","JV"
2,"zol",-0.43,-0.67,2,NA,8000,2064675,"64e50290df62995c3043a679",1,26,-26,1,0.43,1,5,10
2,"zol",-0.78,0.38,2,NA,6486,2071167,"64e50290df62995c3043a679",1,21,-1,2,0.78,1,5,10
2,"zol",-0.42,0.02,2,NA,8000,2079179,"64e50290df62995c3043a679",1,-28,-24,3,0.42,1,5,10
2,"zol",-0.36,-0.14,2,NA,7695,2086896,"64e50290df62995c3043a679",1,-28,-10,4,0.36,1,5,10
2,"zol",-0.32,-0.18,2,NA,8000,2094908,"64e50290df62995c3043a679",1,29,-6,5,0.32,1,5,10
2,"zol",-0.14,-0.36,2,NA,8000,2102919,"64e50290df62995c3043a679",1,20,1,6,0.14,1,5,10
2,"zol",-0.35,-0.55,2,NA,7533,2110474,"64e50290df62995c3043a679",1,-3,4,7,0.35,1,5,10
2,"zol",-0.58,0.48,2,NA,8000,2118490,"64e50290df62995c3043a679",1,15,-25,8,0.58,1,5,10
2,"zol",-0.8,0.2,2,NA,8000,2126496,"64e50290df62995c3043a679",1,14,-6,9,0.8,1,5,10
2,"zol",-0.46,-0.04,2,NA,8000,2134507,"64e50290df62995c3043a679",1,-18,-17,10,0.46,1,5,10
2,"zol",-0.67,-0.23,2,NA,8000,2142520,"64e50290df62995c3043a679",1,-11,17,11,0.67,1,5,10
2,"zol",-0.45,-0.55,2,NA,6837,2149363,"64e50290df62995c3043a679",1,-23,25,12,0.45,1,5,10
2,"zol",-0.45,0.75,2,NA,8000,2157375,"64e50290df62995c3043a679",1,4,-4,13,0.45,1,5,10
2,"zol",-0.24,0.04,2,NA,6289,2163687,"64e50290df62995c3043a679",1,-7,-24,14,0.24,1,5,10
2,"zol",-0.36,-0.14,2,NA,6968,2170673,"64e50290df62995c3043a679",1,-4,-18,15,0.36,1,5,10
2,"pz",26,27,2,26,6746,2255901,"64e50290df62995c3043a679",1,NA,NA,1,0,1,4,8
2,"pz",41,50,2,44,4320,2260228,"64e50290df62995c3043a679",1,NA,NA,2,0.0681818181818182,1,4,8
2,"pz",43,55,2,46,5710,2265951,"64e50290df62995c3043a679",1,NA,NA,3,0.0652173913043478,1,4,8
2,"pz",29,60,2,28,8000,2273957,"64e50290df62995c3043a679",1,NA,NA,4,-0.0357142857142857,1,4,8
2,"pz",49,51,2,50,8000,2281965,"64e50290df62995c3043a679",1,NA,NA,5,0.02,1,4,8
2,"pz",42,40,2,42,6859,2288830,"64e50290df62995c3043a679",1,NA,NA,6,0,1,4,8
2,"pz",52,42,2,53,5838,2294675,"64e50290df62995c3043a679",1,NA,NA,7,0.0188679245283019,1,4,8
2,"pz",39,54,2,39,5542,2300223,"64e50290df62995c3043a679",1,NA,NA,8,0,1,4,8
2,"pz",34,54,2,33,5726,2305957,"64e50290df62995c3043a679",1,NA,NA,9,-0.0303030303030303,1,4,8
2,"pz",61,30,2,59,7339,2313303,"64e50290df62995c3043a679",1,NA,NA,10,-0.0338983050847458,1,4,8
2,"pz",31,41,2,31,2918,2316228,"64e50290df62995c3043a679",1,NA,NA,11,0,1,4,8
2,"pz",34,48,2,32,3366,2319604,"64e50290df62995c3043a679",1,NA,NA,12,-0.0625,1,4,8
2,"pz",60,52,2,58,6049,2325661,"64e50290df62995c3043a679",1,NA,NA,13,-0.0344827586206897,1,4,8
2,"pz",49,28,2,52,5726,2331398,"64e50290df62995c3043a679",1,NA,NA,14,0.0576923076923077,1,4,8
2,"pz",42,22,2,42,4168,2335571,"64e50290df62995c3043a679",1,NA,NA,15,0,1,4,8
2,"eb",38,27,1,37,3520,2376450,"64e50290df62995c3043a679",1,0,0,1,-0.027027027027027,1,2,3
2,"eb",36,32,1,36,3588,2380043,"64e50290df62995c3043a679",1,0,0,2,0,1,2,3
2,"eb",29,40,1,28,6449,2386505,"64e50290df62995c3043a679",1,0,0,3,-0.0357142857142857,1,2,3
2,"eb",34,25,1,33,3797,2390306,"64e50290df62995c3043a679",1,0,0,4,-0.0303030303030303,1,2,3
2,"eb",37,40,1,39,5948,2396266,"64e50290df62995c3043a679",1,0,0,5,0.0512820512820513,1,2,3
2,"eb",25,26,1,26,3187,2399460,"64e50290df62995c3043a679",1,0,0,6,0.0384615384615385,1,2,3
2,"eb",33,54,1,35,5376,2404843,"64e50290df62995c3043a679",1,0,0,7,0.0571428571428571,1,2,3
2,"eb",33,33,1,34,913,2405761,"64e50290df62995c3043a679",1,0,0,8,0.0294117647058824,1,2,3
2,"eb",40,26,1,40,4577,2410342,"64e50290df62995c3043a679",1,0,0,9,0,1,2,3
2,"eb",25,28,1,25,4245,2414590,"64e50290df62995c3043a679",1,0,0,10,0,1,2,3
2,"eb",42,26,1,42,4405,2419004,"64e50290df62995c3043a679",1,0,0,11,0,1,2,3
2,"eb",47,51,1,50,3478,2422489,"64e50290df62995c3043a679",1,0,0,12,0.06,1,2,3
2,"eb",38,45,1,41,4973,2427471,"64e50290df62995c3043a679",1,0,0,13,0.0731707317073171,1,2,3
2,"eb",40,29,1,40,2756,2430238,"64e50290df62995c3043a679",1,0,0,14,0,1,2,3
2,"eb",44,29,1,43,3601,2433846,"64e50290df62995c3043a679",1,0,0,15,-0.0232558139534884,1,2,3
2,"pog",184,214,1,165,4179,2467497,"64e50290df62995c3043a679",1,0,0,1,19,1,3,5
2,"pog",145,185,1,120,8000,2475502,"64e50290df62995c3043a679",1,0,0,2,25,1,3,5
2,"pog",148,124,1,133,4863,2480376,"64e50290df62995c3043a679",1,0,0,3,15,1,3,5
2,"pog",157,151,1,142,4485,2484867,"64e50290df62995c3043a679",1,0,0,4,15,1,3,5
2,"pog",195,175,1,184,5016,2489895,"64e50290df62995c3043a679",1,0,0,5,11,1,3,5
2,"pog",184,128,1,166,4335,2494237,"64e50290df62995c3043a679",1,0,0,6,18,1,3,5
2,"pog",211,117,1,197,6231,2500473,"64e50290df62995c3043a679",1,0,0,7,14,1,3,5
2,"pog",214,188,1,196,2322,2502801,"64e50290df62995c3043a679",1,0,0,8,18,1,3,5
2,"pog",188,150,1,174,3020,2505826,"64e50290df62995c3043a679",1,0,0,9,14,1,3,5
2,"pog",145,219,1,124,5984,2511822,"64e50290df62995c3043a679",1,0,0,10,21,1,3,5
2,"pog",210,136,1,190,3056,2514883,"64e50290df62995c3043a679",1,0,0,11,20,1,3,5
2,"pog",161,195,1,139,3954,2518843,"64e50290df62995c3043a679",1,0,0,12,22,1,3,5
2,"pog",165,105,1,147,2537,2521391,"64e50290df62995c3043a679",1,0,0,13,18,1,3,5
2,"pog",178,150,1,159,3831,2525230,"64e50290df62995c3043a679",1,0,0,14,19,1,3,5
2,"pog",181,145,1,165,2518,2527753,"64e50290df62995c3043a679",1,0,0,15,16,1,3,5
2,"br",-10,-13,1,239,5885,2547067,"64e50290df62995c3043a679",1,29,4,1,0.0418410041841004,1,1,1
2,"br",-10,-7,1,203,2760,2549839,"64e50290df62995c3043a679",1,-16,-25,2,0.0492610837438424,1,1,1
2,"br",-8,-9,1,201,3676,2553522,"64e50290df62995c3043a679",1,0,-16,3,0.0398009950248756,1,1,1
2,"br",-7,11,1,249,4110,2557639,"64e50290df62995c3043a679",1,24,19,4,0.0281124497991968,1,1,1
2,"br",-6,29,1,220,3258,2560904,"64e50290df62995c3043a679",1,7,-7,5,0.0272727272727273,1,1,1
2,"br",-8,8,1,227,2206,2563117,"64e50290df62995c3043a679",1,-24,-16,6,0.0352422907488987,1,1,1
2,"br",-6,-2,1,209,3482,2566609,"64e50290df62995c3043a679",1,9,24,7,0.0287081339712919,1,1,1
2,"br",-11,8,1,228,3355,2569977,"64e50290df62995c3043a679",1,20,-6,8,0.0482456140350877,1,1,1
2,"br",-10,29,1,239,4747,2574737,"64e50290df62995c3043a679",1,-13,-29,9,0.0418410041841004,1,1,1
2,"br",-8,-6,1,249,2299,2577043,"64e50290df62995c3043a679",1,-12,-11,10,0.0321285140562249,1,1,1
2,"br",-6,-12,1,283,4219,2581273,"64e50290df62995c3043a679",1,-21,19,11,0.0212014134275618,1,1,1
2,"br",-6,8,1,273,2526,2583811,"64e50290df62995c3043a679",1,-16,-29,12,0.021978021978022,1,1,1
2,"br",-6,12,1,284,1827,2585648,"64e50290df62995c3043a679",1,-4,21,13,0.0211267605633803,1,1,1
2,"br",-13,1,1,285,2206,2587860,"64e50290df62995c3043a679",1,-13,14,14,0.0456140350877193,1,1,1
2,"br",-7,24,1,237,3451,2591321,"64e50290df62995c3043a679",1,16,-7,15,0.029535864978903,1,1,1
2,"pz",51,46,1,45,2710,2626229,"64e50290df62995c3043a679",2,NA,NA,1,0.133333333333333,1,4,7
2,"pz",27,60,1,22,5402,2631642,"64e50290df62995c3043a679",2,NA,NA,2,0.227272727272727,1,4,7
2,"pz",59,59,1,49,4651,2636305,"64e50290df62995c3043a679",2,NA,NA,3,0.204081632653061,1,4,7
2,"pz",42,23,1,39,4855,2641167,"64e50290df62995c3043a679",2,NA,NA,4,0.0769230769230769,1,4,7
2,"pz",50,58,1,44,5063,2646236,"64e50290df62995c3043a679",2,NA,NA,5,0.136363636363636,1,4,7
2,"pz",61,44,1,57,3514,2649763,"64e50290df62995c3043a679",2,NA,NA,6,0.0701754385964912,1,4,7
2,"pz",59,41,1,50,3156,2652926,"64e50290df62995c3043a679",2,NA,NA,7,0.18,1,4,7
2,"pz",53,26,1,49,4347,2657283,"64e50290df62995c3043a679",2,NA,NA,8,0.0816326530612245,1,4,7
2,"pz",26,42,1,25,7772,2665067,"64e50290df62995c3043a679",2,NA,NA,9,0.04,1,4,7
2,"pz",34,57,1,30,5536,2670615,"64e50290df62995c3043a679",2,NA,NA,10,0.133333333333333,1,4,7
2,"pz",25,23,1,22,5594,2676223,"64e50290df62995c3043a679",2,NA,NA,11,0.136363636363636,1,4,7
2,"pz",59,47,1,51,3174,2679403,"64e50290df62995c3043a679",2,NA,NA,12,0.156862745098039,1,4,7
2,"pz",22,25,1,20,3492,2682906,"64e50290df62995c3043a679",2,NA,NA,13,0.1,1,4,7
2,"pz",26,20,1,25,4037,2686950,"64e50290df62995c3043a679",2,NA,NA,14,0.04,1,4,7
2,"pz",53,39,1,47,3981,2690941,"64e50290df62995c3043a679",2,NA,NA,15,0.127659574468085,1,4,7
2,"eb",39,25,2,34,3310,2721409,"64e50290df62995c3043a679",2,0,0,1,0.147058823529412,1,2,4
2,"eb",40,53,2,39,4241,2725654,"64e50290df62995c3043a679",2,0,0,2,0.0256410256410256,1,2,4
2,"eb",39,52,2,37,4252,2729915,"64e50290df62995c3043a679",2,0,0,3,0.0540540540540541,1,2,4
2,"eb",30,25,2,27,3373,2733292,"64e50290df62995c3043a679",2,0,0,4,0.111111111111111,1,2,4
2,"eb",50,41,2,49,4453,2737749,"64e50290df62995c3043a679",2,0,0,5,0.0204081632653061,1,2,4
2,"eb",32,52,2,31,5398,2743155,"64e50290df62995c3043a679",2,0,0,6,0.032258064516129,1,2,4
2,"eb",26,39,2,24,5687,2748847,"64e50290df62995c3043a679",2,0,0,7,0.0833333333333333,1,2,4
2,"eb",42,47,2,39,5879,2754738,"64e50290df62995c3043a679",2,0,0,8,0.0769230769230769,1,2,4
2,"eb",34,43,2,32,2963,2757708,"64e50290df62995c3043a679",2,0,0,9,0.0625,1,2,4
2,"eb",45,36,2,43,4176,2761887,"64e50290df62995c3043a679",2,0,0,10,0.0465116279069767,1,2,4
2,"eb",48,30,2,43,3608,2765499,"64e50290df62995c3043a679",2,0,0,11,0.116279069767442,1,2,4
2,"eb",52,43,2,49,3990,2769496,"64e50290df62995c3043a679",2,0,0,12,0.0612244897959184,1,2,4
2,"eb",44,30,2,39,3675,2773178,"64e50290df62995c3043a679",2,0,0,13,0.128205128205128,1,2,4
2,"eb",41,31,2,39,3305,2776488,"64e50290df62995c3043a679",2,0,0,14,0.0512820512820513,1,2,4
2,"eb",35,39,2,34,3334,2779833,"64e50290df62995c3043a679",2,0,0,15,0.0294117647058824,1,2,4
2,"br",18,-3,2,273,3311,2789575,"64e50290df62995c3043a679",2,11,-13,1,0.0659340659340659,1,1,2
2,"br",15,-28,2,261,2688,2792870,"64e50290df62995c3043a679",2,-25,-13,3,0.0574712643678161,1,1,2
2,"br",18,23,2,242,2138,2795022,"64e50290df62995c3043a679",2,20,26,4,0.0743801652892562,1,1,2
2,"br",13,30,2,214,5476,2800502,"64e50290df62995c3043a679",2,-18,5,5,0.0607476635514019,1,1,2
2,"br",14,-26,2,239,4249,2804762,"64e50290df62995c3043a679",2,-23,19,6,0.0585774058577406,1,1,2
2,"br",12,-27,2,225,3635,2808409,"64e50290df62995c3043a679",2,-30,19,7,0.0533333333333333,1,1,2
2,"br",12,-12,2,227,2448,2810864,"64e50290df62995c3043a679",2,29,5,8,0.052863436123348,1,1,2
2,"br",15,-4,2,212,1783,2812675,"64e50290df62995c3043a679",2,4,-14,9,0.0707547169811321,1,1,2
2,"br",13,-30,2,267,2894,2815575,"64e50290df62995c3043a679",2,-4,-15,10,0.048689138576779,1,1,2
2,"br",13,25,2,247,2586,2818167,"64e50290df62995c3043a679",2,-22,-5,11,0.0526315789473684,1,1,2
2,"br",12,28,2,222,4323,2822500,"64e50290df62995c3043a679",2,9,-10,12,0.0540540540540541,1,1,2
2,"br",11,26,2,231,2949,2825456,"64e50290df62995c3043a679",2,-6,-16,13,0.0476190476190476,1,1,2
2,"br",20,-24,2,281,3073,2828536,"64e50290df62995c3043a679",2,-9,7,14,0.0711743772241993,1,1,2
2,"br",13,-18,2,266,2537,2831081,"64e50290df62995c3043a679",2,11,25,15,0.0488721804511278,1,1,2
2,"pog",315,289,2,339,3009,2846276,"64e50290df62995c3043a679",2,0,0,1,24,1,3,6
2,"pog",293,379,2,307,3061,2849343,"64e50290df62995c3043a679",2,0,0,2,14,1,3,6
2,"pog",312,314,2,331,3494,2852843,"64e50290df62995c3043a679",2,0,0,3,19,1,3,6
2,"pog",303,365,2,309,2798,2855646,"64e50290df62995c3043a679",2,0,0,4,6,1,3,6
2,"pog",289,293,2,304,2137,2857789,"64e50290df62995c3043a679",2,0,0,5,15,1,3,6
2,"pog",309,353,2,327,2783,2860578,"64e50290df62995c3043a679",2,0,0,6,18,1,3,6
2,"pog",298,390,2,303,3267,2863850,"64e50290df62995c3043a679",2,0,0,7,5,1,3,6
2,"pog",316,282,2,338,6969,2870832,"64e50290df62995c3043a679",2,0,0,8,22,1,3,6
2,"pog",357,329,2,380,2436,2873280,"64e50290df62995c3043a679",2,0,0,9,23,1,3,6
2,"pog",304,352,2,318,2937,2876228,"64e50290df62995c3043a679",2,0,0,10,14,1,3,6
2,"pog",354,382,2,371,2313,2878553,"64e50290df62995c3043a679",2,0,0,11,17,1,3,6
2,"pog",349,343,2,374,1399,2879957,"64e50290df62995c3043a679",2,0,0,12,25,1,3,6
2,"pog",325,333,2,335,2038,2882001,"64e50290df62995c3043a679",2,0,0,13,10,1,3,6
2,"pog",361,365,2,371,2194,2884201,"64e50290df62995c3043a679",2,0,0,14,10,1,3,6
2,"pog",312,318,2,325,2343,2886552,"64e50290df62995c3043a679",2,0,0,15,13,1,3,6
2,"zol",0.29,0.31,1,NA,5050,2916183,"64e50290df62995c3043a679",2,-3,14,1,0.29,1,5,9
2,"zol",0.31,-0.21,1,NA,5839,2922092,"64e50290df62995c3043a679",2,27,-24,3,0.31,1,5,9
2,"zol",0.19,-0.29,1,NA,6675,2928785,"64e50290df62995c3043a679",2,-6,22,4,0.19,1,5,9
2,"zol",0.19,-0.09,1,NA,2703,2931496,"64e50290df62995c3043a679",2,-8,24,5,0.19,1,5,9
2,"zol",0.1,-0.4,1,NA,5363,2936876,"64e50290df62995c3043a679",2,-7,-9,6,0.1,1,5,9
2,"zol",0.32,-0.22,1,NA,2393,2939287,"64e50290df62995c3043a679",2,-24,-6,7,0.32,1,5,9
2,"zol",0.3,-0.7,1,NA,6831,2946130,"64e50290df62995c3043a679",2,25,-23,8,0.3,1,5,9
2,"zol",0.3,0.4,1,NA,5105,2951253,"64e50290df62995c3043a679",2,7,-30,9,0.3,1,5,9
2,"zol",0.29,-0.69,1,NA,7809,2959082,"64e50290df62995c3043a679",2,-3,18,10,0.29,1,5,9
2,"zol",0.0500000000000001,-0.45,1,NA,7936,2967029,"64e50290df62995c3043a679",2,-12,-19,11,0.0500000000000001,1,5,9
2,"zol",0.08,-0.38,1,NA,4385,2971433,"64e50290df62995c3043a679",2,-22,27,12,0.08,1,5,9
2,"zol",0.2,-0.5,1,NA,4489,2975927,"64e50290df62995c3043a679",2,-29,-5,13,0.2,1,5,9
2,"zol",0.11,-0.31,1,NA,2795,2978727,"64e50290df62995c3043a679",2,-22,-8,14,0.11,1,5,9
2,"zol",-0.04,-0.26,1,NA,5955,2984692,"64e50290df62995c3043a679",2,19,-21,15,-0.04,1,5,9
3,"pz",24,45,1,22,6434,195152,"64e50c10068e51e8562a66d7",1,NA,NA,1,0.0909090909090909,2,4,7
3,"pz",51,39,1,46,8000,203167,"64e50c10068e51e8562a66d7",1,NA,NA,2,0.108695652173913,2,4,7
3,"pz",60,23,1,52,4935,208116,"64e50c10068e51e8562a66d7",1,NA,NA,3,0.153846153846154,2,4,7
3,"pz",65,36,1,56,4211,212345,"64e50c10068e51e8562a66d7",1,NA,NA,4,0.160714285714286,2,4,7
3,"pz",57,45,1,46,4761,217112,"64e50c10068e51e8562a66d7",1,NA,NA,5,0.239130434782609,2,4,7
3,"pz",42,44,1,37,5125,222245,"64e50c10068e51e8562a66d7",1,NA,NA,6,0.135135135135135,2,4,7
3,"pz",26,47,1,23,5846,228094,"64e50c10068e51e8562a66d7",1,NA,NA,7,0.130434782608696,2,4,7
3,"pz",61,30,1,51,6415,234514,"64e50c10068e51e8562a66d7",1,NA,NA,8,0.196078431372549,2,4,7
3,"pz",39,36,1,34,3694,238213,"64e50c10068e51e8562a66d7",1,NA,NA,9,0.147058823529412,2,4,7
3,"pz",52,42,1,45,6000,244216,"64e50c10068e51e8562a66d7",1,NA,NA,10,0.155555555555556,2,4,7
3,"pz",57,60,1,47,4915,249144,"64e50c10068e51e8562a66d7",1,NA,NA,11,0.212765957446809,2,4,7
3,"pz",62,43,1,52,6165,255317,"64e50c10068e51e8562a66d7",1,NA,NA,12,0.192307692307692,2,4,7
3,"pz",65,45,1,59,8000,263325,"64e50c10068e51e8562a66d7",1,NA,NA,13,0.101694915254237,2,4,7
3,"pz",66,58,1,55,2620,265952,"64e50c10068e51e8562a66d7",1,NA,NA,14,0.2,2,4,7
3,"pz",51,37,1,43,5765,271743,"64e50c10068e51e8562a66d7",1,NA,NA,15,0.186046511627907,2,4,7
3,"eb",22,37,1,28,4702,336098,"64e50c10068e51e8562a66d7",1,0,0,1,0.214285714285714,2,2,3
3,"eb",37,43,1,46,6795,342908,"64e50c10068e51e8562a66d7",1,0,0,2,0.195652173913043,2,2,3
3,"eb",21,27,1,25,6458,349373,"64e50c10068e51e8562a66d7",1,0,0,3,0.16,2,2,3
3,"eb",37,35,1,46,5877,355258,"64e50c10068e51e8562a66d7",1,0,0,4,0.195652173913043,2,2,3
3,"eb",25,30,1,29,4230,359492,"64e50c10068e51e8562a66d7",1,0,0,5,0.137931034482759,2,2,3
3,"eb",40,30,1,47,7395,366891,"64e50c10068e51e8562a66d7",1,0,0,6,0.148936170212766,2,2,3
3,"eb",37,47,1,46,3883,370780,"64e50c10068e51e8562a66d7",1,0,0,7,0.195652173913043,2,2,3
3,"eb",25,47,1,28,4854,375648,"64e50c10068e51e8562a66d7",1,0,0,8,0.107142857142857,2,2,3
3,"eb",42,46,1,51,6303,381964,"64e50c10068e51e8562a66d7",1,0,0,9,0.176470588235294,2,2,3
3,"eb",27,45,1,34,8000,389988,"64e50c10068e51e8562a66d7",1,0,0,10,0.205882352941176,2,2,3
3,"eb",23,33,1,26,7416,397407,"64e50c10068e51e8562a66d7",1,0,0,11,0.115384615384615,2,2,3
3,"eb",33,33,1,43,8000,405423,"64e50c10068e51e8562a66d7",1,0,0,12,0.232558139534884,2,2,3
3,"eb",20,45,1,24,5884,411373,"64e50c10068e51e8562a66d7",1,0,0,14,0.166666666666667,2,2,3
3,"eb",28,35,1,32,6613,417990,"64e50c10068e51e8562a66d7",1,0,0,15,0.125,2,2,3
3,"pog",286,370,2,319,8000,475786,"64e50c10068e51e8562a66d7",1,0,0,1,33,2,3,6
3,"pog",307,309,2,346,5410,481199,"64e50c10068e51e8562a66d7",1,0,0,2,39,2,3,6
3,"pog",332,334,2,374,4951,486158,"64e50c10068e51e8562a66d7",1,0,0,3,42,2,3,6
3,"pog",272,370,2,309,6875,493053,"64e50c10068e51e8562a66d7",1,0,0,4,37,2,3,6
3,"pog",303,307,2,337,3576,496631,"64e50c10068e51e8562a66d7",1,0,0,5,34,2,3,6
3,"pog",297,329,2,335,4937,501575,"64e50c10068e51e8562a66d7",1,0,0,6,38,2,3,6
3,"pog",339,327,2,377,3666,505253,"64e50c10068e51e8562a66d7",1,0,0,7,38,2,3,6
3,"pog",311,295,2,353,4229,509484,"64e50c10068e51e8562a66d7",1,0,0,8,42,2,3,6
3,"pog",318,340,2,361,5890,515376,"64e50c10068e51e8562a66d7",1,0,0,9,43,2,3,6
3,"pog",297,359,2,335,5584,520985,"64e50c10068e51e8562a66d7",1,0,0,10,38,2,3,6
3,"pog",288,310,2,323,5165,526151,"64e50c10068e51e8562a66d7",1,0,0,11,35,2,3,6
3,"pog",285,327,2,305,4247,530401,"64e50c10068e51e8562a66d7",1,0,0,12,20,2,3,6
3,"pog",318,308,2,347,4447,534851,"64e50c10068e51e8562a66d7",1,0,0,13,29,2,3,6
3,"pog",312,296,2,343,2387,537240,"64e50c10068e51e8562a66d7",1,0,0,14,31,2,3,6
3,"pog",287,387,2,322,6652,543901,"64e50c10068e51e8562a66d7",1,0,0,15,35,2,3,6
3,"br",21,13,2,211,2896,572446,"64e50c10068e51e8562a66d7",1,25,-12,1,0.0995260663507109,2,1,2
3,"br",22,-13,2,285,4691,577157,"64e50c10068e51e8562a66d7",1,-12,-5,2,0.0771929824561404,2,1,2
3,"br",20,11,2,206,5911,583079,"64e50c10068e51e8562a66d7",1,-13,29,3,0.0970873786407767,2,1,2
3,"br",21,19,2,263,2994,586082,"64e50c10068e51e8562a66d7",1,15,4,4,0.0798479087452472,2,1,2
3,"br",19,-2,2,254,6547,592632,"64e50c10068e51e8562a66d7",1,3,-28,5,0.0748031496062992,2,1,2
3,"br",27,-7,2,274,7032,599668,"64e50c10068e51e8562a66d7",1,-13,15,6,0.0985401459854015,2,1,2
3,"br",25,22,2,259,2237,601910,"64e50c10068e51e8562a66d7",1,26,-29,7,0.0965250965250965,2,1,2
3,"br",25,-7,2,273,6875,608798,"64e50c10068e51e8562a66d7",1,2,-16,8,0.0915750915750916,2,1,2
3,"br",27,21,2,271,5781,614582,"64e50c10068e51e8562a66d7",1,14,6,9,0.0996309963099631,2,1,2
3,"br",27,11,2,299,6030,620614,"64e50c10068e51e8562a66d7",1,12,-1,10,0.0903010033444816,2,1,2
3,"br",23,25,2,222,5175,625795,"64e50c10068e51e8562a66d7",1,-12,3,11,0.103603603603604,2,1,2
3,"br",23,-18,2,244,8000,633812,"64e50c10068e51e8562a66d7",1,-27,14,12,0.0942622950819672,2,1,2
3,"br",24,16,2,277,5749,639564,"64e50c10068e51e8562a66d7",1,25,-4,13,0.0866425992779783,2,1,2
3,"br",24,6,2,255,5496,645064,"64e50c10068e51e8562a66d7",1,-12,6,14,0.0941176470588235,2,1,2
3,"br",25,-29,2,277,7095,652164,"64e50c10068e51e8562a66d7",1,11,16,15,0.0902527075812274,2,1,2
3,"zol",0.9,-0.3,1,NA,8000,685295,"64e50c10068e51e8562a66d7",1,16,-5,1,0.9,2,5,9
3,"zol",0.66,0.44,1,NA,5813,691116,"64e50c10068e51e8562a66d7",1,4,4,2,0.66,2,5,9
3,"zol",1.33,-0.03,1,NA,7339,698475,"64e50c10068e51e8562a66d7",1,-4,-15,3,1.33,2,5,9
3,"zol",0.77,-0.57,1,NA,3810,702309,"64e50c10068e51e8562a66d7",1,4,29,4,0.77,2,5,9
3,"zol",1.56,0.14,1,NA,4286,706607,"64e50c10068e51e8562a66d7",1,24,-17,5,1.56,2,5,9
3,"zol",0.94,-0.64,1,NA,5377,712007,"64e50c10068e51e8562a66d7",1,29,-3,6,0.94,2,5,9
3,"zol",1.21,-0.21,1,NA,4614,716638,"64e50c10068e51e8562a66d7",1,6,18,7,1.21,2,5,9
3,"zol",0.88,-0.08,1,NA,5666,722333,"64e50c10068e51e8562a66d7",1,-9,9,8,0.88,2,5,9
3,"zol",1.23,-0.73,1,NA,3644,725997,"64e50c10068e51e8562a66d7",1,-28,27,9,1.23,2,5,9
3,"zol",0.8,-0.6,1,NA,5999,732024,"64e50c10068e51e8562a66d7",1,20,-15,10,0.8,2,5,9
3,"zol",0.27,-0.57,1,NA,6341,738390,"64e50c10068e51e8562a66d7",1,1,7,11,0.27,2,5,9
3,"zol",0.81,0.49,1,NA,5666,744082,"64e50c10068e51e8562a66d7",1,-22,30,12,0.81,2,5,9
3,"zol",1.09,0.41,1,NA,5565,749662,"64e50c10068e51e8562a66d7",1,16,20,13,1.09,2,5,9
3,"zol",1.34,0.46,1,NA,5146,754812,"64e50c10068e51e8562a66d7",1,24,-18,14,1.34,2,5,9
3,"zol",1.22,0.58,1,NA,3432,758249,"64e50c10068e51e8562a66d7",1,-24,-20,15,1.22,2,5,9
3,"pog",196,214,1,165,4085,782242,"64e50c10068e51e8562a66d7",2,0,0,1,31,2,3,5
3,"pog",166,102,1,139,6113,788358,"64e50c10068e51e8562a66d7",2,0,0,2,27,2,3,5
3,"pog",201,135,1,173,4414,792777,"64e50c10068e51e8562a66d7",2,0,0,3,28,2,3,5
3,"pog",152,186,1,125,6207,798991,"64e50c10068e51e8562a66d7",2,0,0,4,27,2,3,5
3,"pog",151,189,1,130,4513,803508,"64e50c10068e51e8562a66d7",2,0,0,5,21,2,3,5
3,"pog",187,133,1,159,6596,810111,"64e50c10068e51e8562a66d7",2,0,0,6,28,2,3,5
3,"pog",157,165,1,131,4985,815102,"64e50c10068e51e8562a66d7",2,0,0,7,26,2,3,5
3,"pog",166,216,1,142,5667,820776,"64e50c10068e51e8562a66d7",2,0,0,8,24,2,3,5
3,"pog",181,119,1,148,5076,825857,"64e50c10068e51e8562a66d7",2,0,0,9,33,2,3,5
3,"pog",211,201,1,182,6066,831927,"64e50c10068e51e8562a66d7",2,0,0,10,29,2,3,5
3,"pog",200,158,1,173,5609,837540,"64e50c10068e51e8562a66d7",2,0,0,11,27,2,3,5
3,"pog",194,146,1,162,5895,843441,"64e50c10068e51e8562a66d7",2,0,0,12,32,2,3,5
3,"pog",182,110,1,155,6386,849831,"64e50c10068e51e8562a66d7",2,0,0,13,27,2,3,5
3,"pog",213,171,1,189,7419,857289,"64e50c10068e51e8562a66d7",2,0,0,14,24,2,3,5
3,"pog",180,130,1,150,4518,861811,"64e50c10068e51e8562a66d7",2,0,0,15,30,2,3,5
3,"pz",36,23,2,43,4161,897869,"64e50c10068e51e8562a66d7",2,NA,NA,1,0.162790697674419,2,4,8
3,"pz",19,22,2,23,4777,902654,"64e50c10068e51e8562a66d7",2,NA,NA,2,0.173913043478261,2,4,8
3,"pz",35,55,2,41,6101,908759,"64e50c10068e51e8562a66d7",2,NA,NA,3,0.146341463414634,2,4,8
3,"pz",35,35,2,46,1133,909904,"64e50c10068e51e8562a66d7",2,NA,NA,4,0.239130434782609,2,4,8
3,"pz",19,50,2,22,6148,916056,"64e50c10068e51e8562a66d7",2,NA,NA,5,0.136363636363636,2,4,8
3,"pz",37,31,2,46,3893,919953,"64e50c10068e51e8562a66d7",2,NA,NA,6,0.195652173913043,2,4,8
